Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,20,25,12384
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,10,0,8565
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,16,0,6232
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,5,30,4777
Air India,1,Kolkata,3,Banglore,0,1,6,2019,20,45,4145
Air Asia,0,Kolkata,3,Banglore,0,15,5,2019,22,40,5192
Air India,1,Delhi,2,Cochin,1,1,4,2019,5,10,4729
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,6,40,6093
Air India,1,Kolkata,3,Banglore,0,1,5,2019,9,25,8891
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,16,0,12242
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,11467
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,21,10,14781
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,7,0,10197
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,21,25,17261
Air India,1,Delhi,2,Cochin,1,1,5,2019,20,40,7480
IndiGo,3,Kolkata,3,Banglore,0,21,5,2019,15,30,4804
SpiceJet,8,Kolkata,3,Banglore,0,21,4,2019,9,0,4439
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,5,30,10368
SpiceJet,8,Delhi,2,Cochin,1,21,3,2019,6,10,6065
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,18,55,8586
IndiGo,3,Delhi,2,Cochin,1,18,3,2019,14,30,5406
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,18,25,12142
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,2,15,14714
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,2,15,10262
Air India,1,Banglore,0,Delhi,2,6,3,2019,11,50,15434
Air India,1,Kolkata,3,Banglore,0,18,5,2019,12,0,10676
IndiGo,3,Kolkata,3,Banglore,0,21,4,2019,20,20,4804
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,19,30,13014
IndiGo,3,Banglore,0,Delhi,2,3,5,2019,10,10,3943
Air India,1,Mumbai,4,Hyderabad,3,6,3,2019,5,30,9678
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,8,25,14781
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,9,0,10197
Air India,1,Delhi,2,Cochin,1,9,5,2019,5,55,10861
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,21,10,10844
Air India,1,Delhi,2,Cochin,1,21,5,2019,17,20,7480
IndiGo,3,Delhi,2,Cochin,1,24,6,2019,17,10,5684
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,16,0,14714
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,9,35,9314
Air India,1,Kolkata,3,Banglore,0,15,3,2019,20,45,4435
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,7,30,11789
SpiceJet,8,Banglore,0,Delhi,2,3,4,2019,21,10,3919
Jet Airways,4,Banglore,0,Delhi,2,6,4,2019,15,15,5198
SpiceJet,8,Banglore,0,Delhi,2,24,3,2019,5,45,4273
Vistara,10,Kolkata,3,Banglore,0,9,5,2019,17,0,8820
IndiGo,3,Mumbai,4,Hyderabad,3,6,5,2019,12,0,2754
Vistara,10,Kolkata,3,Banglore,0,9,6,2019,20,20,8085
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,20,25,10539
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,9,35,14676
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,2,15,6017
Jet Airways,4,Banglore,0,Delhi,2,1,4,2019,18,55,4544
Trujet,9,Mumbai,4,Hyderabad,3,6,3,2019,13,5,4140
Jet Airways,4,Banglore,0,Delhi,2,3,5,2019,11,10,7229
Air India,1,Delhi,2,Cochin,1,9,3,2019,22,0,16373
Air India,1,Kolkata,3,Banglore,0,1,5,2019,5,50,10991
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,14,5,9663
Air India,1,Banglore,0,Delhi,2,1,3,2019,22,0,14305
Air Asia,0,Delhi,2,Cochin,1,15,5,2019,16,45,6752
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,16,30,8529
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,5,35,4729
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,8,45,7670
Jet Airways,4,Mumbai,4,Hyderabad,3,3,5,2019,10,20,4995
Jet Airways,4,Banglore,0,Delhi,2,1,5,2019,8,20,7229
IndiGo,3,Banglore,0,Delhi,2,27,4,2019,7,10,4823
Air Asia,0,Kolkata,3,Banglore,0,27,3,2019,19,35,3782
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,18,15,12898
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,22,20,3841
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,10,35,9627
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,21,10,14571
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,15,20,6985
Jet Airways,4,Mumbai,4,Hyderabad,3,21,6,2019,7,5,8040
IndiGo,3,Kolkata,3,Banglore,0,21,6,2019,22,15,4804
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,4,55,10678
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,16,55,14231
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,20,0,8529
Air India,1,Delhi,2,Cochin,1,24,6,2019,10,55,11753
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,23,5,16704
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,13374
Air India,1,Mumbai,4,Hyderabad,3,1,5,2019,21,5,3625
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,16,0,16079
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,20,55,10262
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,6,30,9663
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,18,0,9595
IndiGo,3,Kolkata,3,Banglore,0,24,6,2019,17,15,4804
Air India,1,Kolkata,3,Banglore,0,9,6,2019,10,0,12744
Air India,1,Banglore,0,Delhi,2,1,6,2019,13,20,6961
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,14,5,9663
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,10,35,7575
Air India,1,Banglore,0,Delhi,2,3,3,2019,19,10,13355
Air India,1,Kolkata,3,Banglore,0,24,5,2019,9,25,12592
Air India,1,Mumbai,4,Hyderabad,3,1,6,2019,13,55,3625
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,15,0,10262
Air India,1,Delhi,2,Cochin,1,21,5,2019,19,45,9443
Air India,1,Delhi,2,Cochin,1,9,3,2019,8,40,18959
IndiGo,3,Mumbai,4,Hyderabad,3,3,3,2019,6,20,4784
Air India,1,Kolkata,3,Banglore,0,1,4,2019,17,30,7893
Air India,1,Delhi,2,Cochin,1,27,6,2019,6,50,14431
Jet Airways Business,5,Banglore,0,Delhi,2,1,3,2019,5,45,79512
Jet Airways,4,Mumbai,4,Hyderabad,3,24,5,2019,19,35,3210
Multiple carriers,6,Delhi,2,Cochin,1,9,3,2019,6,0,13677
Air India,1,Delhi,2,Cochin,1,27,5,2019,6,5,7480
Air India,1,Delhi,2,Cochin,1,24,6,2019,19,0,8372
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,5,25,11664
Air India,1,Banglore,0,Delhi,2,18,6,2019,10,0,6961
Air India,1,Banglore,0,Delhi,2,24,4,2019,17,0,6121
Air India,1,Banglore,0,Delhi,2,12,4,2019,6,10,5911
GoAir,2,Banglore,0,Delhi,2,6,5,2019,11,40,3398
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,19,0,7530
GoAir,2,Banglore,0,Delhi,2,24,5,2019,20,55,3419
Vistara,10,Banglore,0,Delhi,2,24,3,2019,21,10,6558
Air India,1,Kolkata,3,Banglore,0,9,6,2019,20,30,10203
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,18,55,11087
SpiceJet,8,Banglore,0,Delhi,2,24,3,2019,20,30,5575
Air Asia,0,Delhi,2,Cochin,1,24,4,2019,7,55,6152
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,10,20,5608
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,11,40,17261
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,9,40,15129
GoAir,2,Banglore,0,Delhi,2,6,5,2019,20,55,3419
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,10,45,6218
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,2,15,14714
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,11,30,14848
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,10,20,9358
Air India,1,Kolkata,3,Banglore,0,6,5,2019,9,25,8366
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,11,30,15342
Jet Airways,4,Mumbai,4,Hyderabad,3,21,3,2019,3,5,5678
IndiGo,3,Kolkata,3,Banglore,0,6,5,2019,22,15,4804
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,8,25,14571
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,8,25,12681
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,21,25,17261
Vistara,10,Kolkata,3,Banglore,0,9,6,2019,17,0,9922
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,18,55,10844
SpiceJet,8,Banglore,0,Delhi,2,21,4,2019,5,55,4423
IndiGo,3,Banglore,0,Delhi,2,24,5,2019,1,30,3419
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,22,50,14714
Jet Airways,4,Banglore,0,Delhi,2,9,3,2019,5,45,11087
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,16,0,6316
SpiceJet,8,Chennai,1,Kolkata,4,27,5,2019,9,45,3543
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,14571
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,9,35,14676
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,16,55,17261
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,8,25,13941
Air India,1,Delhi,2,Cochin,1,3,3,2019,6,10,13348
Jet Airways,4,Banglore,0,Delhi,2,18,6,2019,11,10,8016
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,7,5,12898
Jet Airways,4,Banglore,0,Delhi,2,9,4,2019,18,55,7229
SpiceJet,8,Mumbai,4,Hyderabad,3,27,6,2019,5,45,2017
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,8,0,16736
SpiceJet,8,Kolkata,3,Banglore,0,18,6,2019,17,10,3873
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,14,20,6704
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,10844
Vistara,10,Banglore,0,Delhi,2,9,3,2019,19,40,7450
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,16,55,16736
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,15,0,10262
Air India,1,Kolkata,3,Banglore,0,1,5,2019,5,50,10991
SpiceJet,8,Banglore,0,Delhi,2,6,6,2019,21,10,3311
IndiGo,3,Delhi,2,Cochin,1,24,5,2019,10,35,7081
IndiGo,3,Banglore,0,Delhi,2,27,4,2019,21,15,3943
Air India,1,Delhi,2,Cochin,1,21,5,2019,13,0,8372
Air India,1,Delhi,2,Cochin,1,9,3,2019,19,45,11701
Jet Airways,4,Banglore,0,Delhi,2,3,6,2019,15,15,5769
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,15,5,15965
SpiceJet,8,Banglore,0,Delhi,2,12,6,2019,9,30,4423
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,9,45,6136
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,16,55,11087
IndiGo,3,Chennai,1,Kolkata,4,3,6,2019,5,15,3540
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,14,0,12898
IndiGo,3,Banglore,0,Delhi,2,18,4,2019,6,5,4591
Air India,1,Delhi,2,Cochin,1,24,3,2019,4,0,8635
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,9,0,14714
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,20,25,14151
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,4,55,8835
Air India,1,Kolkata,3,Banglore,0,21,5,2019,17,30,11936
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,21,35,13882
Air India,1,Delhi,2,Cochin,1,1,4,2019,17,20,5117
Jet Airways,4,Banglore,0,Delhi,2,24,5,2019,15,15,4544
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,6,50,6442
Air India,1,Delhi,2,Cochin,1,9,5,2019,22,0,10441
IndiGo,3,Mumbai,4,Hyderabad,3,21,5,2019,20,5,2227
Jet Airways,4,Banglore,0,Delhi,2,15,4,2019,6,0,7229
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,13,0,10262
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,8,0,13817
SpiceJet,8,Delhi,2,Cochin,1,21,5,2019,17,55,5975
IndiGo,3,Kolkata,3,Banglore,0,21,3,2019,21,25,4148
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,11,30,13587
Jet Airways,4,Mumbai,4,Hyderabad,3,21,3,2019,3,5,2759
Jet Airways,4,Banglore,0,Delhi,2,15,5,2019,19,50,7229
Air India,1,Delhi,2,Cochin,1,9,5,2019,7,5,13547
SpiceJet,8,Kolkata,3,Banglore,0,21,6,2019,6,55,3873
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,16,30,14388
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,18,55,13731
SpiceJet,8,Kolkata,3,Banglore,0,27,3,2019,6,55,3815
Jet Airways,4,Mumbai,4,Hyderabad,3,15,3,2019,15,50,5678
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,8,25,9663
GoAir,2,Kolkata,3,Banglore,0,21,5,2019,16,40,8855
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,9,40,15129
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,16,55,13555
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,21,10,10844
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,11,40,7832
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,23,5,11150
Vistara,10,Kolkata,3,Banglore,0,9,5,2019,20,20,8452
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,9,45,9646
IndiGo,3,Banglore,0,Delhi,2,24,6,2019,10,10,3943
GoAir,2,Delhi,2,Cochin,1,12,6,2019,7,0,5281
Air India,1,Delhi,2,Cochin,1,1,6,2019,17,15,14667
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,20,0,14571
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,5,50,28097
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,20,35,17471
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,8,0,10577
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,11,30,14848
IndiGo,3,Banglore,0,Delhi,2,15,4,2019,23,30,4591
IndiGo,3,Chennai,1,Kolkata,4,18,5,2019,19,35,3597
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,16,10,6938
Air Asia,0,Kolkata,3,Banglore,0,24,6,2019,19,55,3807
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,0,10262
Air India,1,Kolkata,3,Banglore,0,9,5,2019,8,20,11432
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,19,55,7229
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,11,30,14848
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,6,30,8586
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,10,35,6106
SpiceJet,8,Kolkata,3,Banglore,0,3,5,2019,22,20,3873
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,11,40,15812
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,20,25,12121
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,6,30,8586
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,7,30,7354
IndiGo,3,Kolkata,3,Banglore,0,6,3,2019,21,25,4778
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,8,30,6838
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,9,45,10276
Jet Airways,4,Banglore,0,Delhi,2,18,6,2019,8,20,8016
Air India,1,Banglore,0,Delhi,2,21,3,2019,8,15,4943
IndiGo,3,Banglore,0,Delhi,2,24,6,2019,8,30,4823
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,8,25,12996
Air India,1,Delhi,2,Cochin,1,27,5,2019,9,0,9929
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,10,0,9508
Air India,1,Delhi,2,Cochin,1,21,3,2019,18,5,5674
IndiGo,3,Chennai,1,Kolkata,4,18,6,2019,11,35,3858
IndiGo,3,Kolkata,3,Banglore,0,24,5,2019,22,15,4804
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,14,0,13377
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,15,0,12898
Air Asia,0,Kolkata,3,Banglore,0,1,6,2019,10,20,4409
Air Asia,0,Delhi,2,Cochin,1,1,6,2019,7,55,8759
Air India,1,Banglore,0,Delhi,2,3,3,2019,0,30,10394
IndiGo,3,Chennai,1,Kolkata,4,18,3,2019,11,35,3858
Air Asia,0,Delhi,2,Cochin,1,15,6,2019,7,55,6253
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,19,10,15129
GoAir,2,Kolkata,3,Banglore,0,24,3,2019,6,35,4773
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,6,30,9663
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,17,0,12692
IndiGo,3,Banglore,0,Delhi,2,6,6,2019,1,30,3943
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,17,0,10703
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,6,40,8784
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,9,15,11622
IndiGo,3,Chennai,1,Kolkata,4,24,5,2019,22,5,5277
Air Asia,0,Delhi,2,Cochin,1,21,5,2019,16,45,8327
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,5,35,6885
Jet Airways,4,Banglore,0,Delhi,2,12,6,2019,17,45,8016
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,23,30,10112
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,17,30,14871
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,9,0,10262
Jet Airways,4,Mumbai,4,Hyderabad,3,24,3,2019,19,35,2470
Air India,1,Delhi,2,Cochin,1,9,3,2019,13,15,11622
Vistara,10,Kolkata,3,Banglore,0,6,5,2019,20,20,8662
Air India,1,Delhi,2,Cochin,1,24,6,2019,17,15,11972
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,9,25,11992
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,10,0,12373
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,10,0,7198
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,7,5,14714
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,16,0,6316
Air India,1,Delhi,2,Cochin,1,27,3,2019,17,40,5998
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,18,55,13044
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,13,5,9646
Air Asia,0,Delhi,2,Cochin,1,27,6,2019,16,45,6451
GoAir,2,Delhi,2,Cochin,1,24,6,2019,7,0,5281
Jet Airways,4,Mumbai,4,Hyderabad,3,1,5,2019,19,35,2228
IndiGo,3,Banglore,0,Delhi,2,1,6,2019,6,5,3943
Air India,1,Delhi,2,Cochin,1,15,6,2019,10,55,11753
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,23,5,12819
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,13,55,8728
SpiceJet,8,Delhi,2,Cochin,1,9,5,2019,8,45,4812
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,14151
Vistara,10,Kolkata,3,Banglore,0,1,5,2019,20,20,8452
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,15,10,6762
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,18,55,13817
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,14,0,12898
IndiGo,3,Kolkata,3,Banglore,0,6,4,2019,19,20,3480
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,11,40,27992
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,18,25,7791
Air India,1,Delhi,2,Cochin,1,21,3,2019,6,10,5704
IndiGo,3,Kolkata,3,Banglore,0,21,5,2019,16,35,5268
GoAir,2,Banglore,0,Delhi,2,6,6,2019,11,40,3898
SpiceJet,8,Kolkata,3,Banglore,0,15,3,2019,9,0,3847
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,7,30,10877
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,8,45,8371
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,7,10,7038
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,14571
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,20,0,11841
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,13,25,15129
SpiceJet,8,Kolkata,3,Banglore,0,15,6,2019,22,20,3841
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,11,30,10262
Air India,1,Kolkata,3,Banglore,0,6,4,2019,20,45,4460
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,18,25,7648
Vistara,10,Kolkata,3,Banglore,0,6,6,2019,7,10,8610
IndiGo,3,Chennai,1,Kolkata,4,18,6,2019,13,15,3597
IndiGo,3,Delhi,2,Cochin,1,24,6,2019,7,35,6442
IndiGo,3,Delhi,2,Cochin,1,9,3,2019,6,40,12351
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,17,30,14067
IndiGo,3,Banglore,0,Delhi,2,15,5,2019,20,0,4823
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,17,0,12102
Jet Airways,4,Mumbai,4,Hyderabad,3,24,5,2019,7,5,8040
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,10,5,7648
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,2,0,6582
Vistara,10,Banglore,0,Delhi,2,12,6,2019,11,30,4668
IndiGo,3,Banglore,0,Delhi,2,1,4,2019,20,0,4823
SpiceJet,8,Kolkata,3,Banglore,0,1,5,2019,22,20,3873
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,10,20,8476
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,7,15,5636
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,8,25,8586
IndiGo,3,Banglore,0,Delhi,2,6,6,2019,18,25,4823
Air India,1,Delhi,2,Cochin,1,6,3,2019,5,10,6881
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,14,5,10844
IndiGo,3,Kolkata,3,Banglore,0,24,4,2019,19,35,4226
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,19,15,12373
Air India,1,Kolkata,3,Banglore,0,6,6,2019,8,20,10697
Jet Airways,4,Mumbai,4,Hyderabad,3,3,6,2019,10,20,4995
Air India,1,Delhi,2,Cochin,1,24,6,2019,16,40,9443
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,5,30,13029
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,18,25,12347
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,13,0,7408
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,18,55,7064
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,13,0,13843
IndiGo,3,Kolkata,3,Banglore,0,12,4,2019,15,30,4174
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,11,35,16294
SpiceJet,8,Kolkata,3,Banglore,0,18,5,2019,6,55,3841
IndiGo,3,Banglore,0,Delhi,2,15,6,2019,4,0,4423
Air India,1,Delhi,2,Cochin,1,12,6,2019,5,10,5201
Air India,1,Banglore,0,Delhi,2,3,3,2019,6,45,12599
IndiGo,3,Mumbai,4,Hyderabad,3,21,5,2019,6,25,4049
Air India,1,Kolkata,3,Banglore,0,24,5,2019,9,25,12797
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,20,25,13067
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,20,20,9345
IndiGo,3,Delhi,2,Cochin,1,21,5,2019,5,5,6818
Jet Airways,4,Mumbai,4,Hyderabad,3,3,5,2019,10,20,8040
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,18,20,14300
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,18,15,13727
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,16,55,7832
Multiple carriers,6,Delhi,2,Cochin,1,9,3,2019,4,0,16259
IndiGo,3,Banglore,0,Delhi,2,27,6,2019,8,30,4823
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,11,40,16736
Air India,1,Kolkata,3,Banglore,0,6,6,2019,9,25,13217
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,12,50,6637
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,18,55,10844
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,10,0,8401
SpiceJet,8,Kolkata,3,Banglore,0,12,4,2019,9,0,3873
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,20,0,12410
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,23,5,15129
IndiGo,3,Banglore,0,Delhi,2,1,5,2019,13,0,4423
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,13,0,16079
Air India,1,Kolkata,3,Banglore,0,6,6,2019,14,30,15894
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,4,55,9103
Air India,1,Delhi,2,Cochin,1,12,6,2019,9,45,8991
Air India,1,Kolkata,3,Banglore,0,1,4,2019,16,50,7893
IndiGo,3,Mumbai,4,Hyderabad,3,3,3,2019,2,30,4575
SpiceJet,8,Kolkata,3,Banglore,0,3,5,2019,9,0,3873
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,5,45,7832
IndiGo,3,Chennai,1,Kolkata,4,1,5,2019,14,45,3597
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,21,10,13759
Jet Airways,4,Banglore,0,Delhi,2,27,5,2019,18,55,7229
SpiceJet,8,Kolkata,3,Banglore,0,15,4,2019,6,55,3873
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,6,0,9794
Air India,1,Delhi,2,Cochin,1,27,3,2019,13,30,6681
IndiGo,3,Banglore,0,Delhi,2,21,4,2019,21,15,4423
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,8,25,10844
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,9,15,7258
Jet Airways,4,Mumbai,4,Hyderabad,3,12,6,2019,10,20,4995
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,20,55,14924
Vistara,10,Banglore,0,Delhi,2,15,3,2019,6,40,6590
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,20,55,10262
SpiceJet,8,Kolkata,3,Banglore,0,9,3,2019,9,0,5515
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,19,10,6643
IndiGo,3,Mumbai,4,Hyderabad,3,24,6,2019,19,5,2754
IndiGo,3,Delhi,2,Cochin,1,9,6,2019,17,5,6493
